,HN00157641_AMT60212,HN00157641_CPP6002,HN00158226_AMT-62212,HN00158226_AMT-62411,HN00158226_AMT-86116,HN00158226_AMT-912711,HN00158226_F1493,HN00158226_GS200142,HN00158226_K200742,HN00158226_TJ3-03,HN00160728_K40318,HN00161493_KY0014,HN00163376_AMT88628,HN00163376_FA111,HN00167634_C4-2,HN00167634_CPP0006,HN00167634_K200347,HN00171167_F3034,HN00171167_F3035,HN00171167_F3039,HN00171167_F3062,HN00171167_F3071,HN00173995_F3121,HN00173995_F3303,HN00173995_F3309,HN00173995_MK3-11,HN00173995_MK3-15,HN00173995_MK7-12,HN00173995_MK7-50,HN00173995_T10-36,HN00173995_T10-42,HN00175004_F3085,HN00175004_F3276,HN00175004_GS00019,HN00175004_GS00024,HN00175004_GS00026,HN00175004_MK2-49,HN00175486_F1015,HN00175486_F1049,HN00175486_F1319,HN00175486_F1320,HN00175486_F1321,HN00175486_F1331,HN00175486_F1340,HN00175486_F3127,HN00175486_F3142,HN00175486_F3161,HN00175486_F3168,HN00175486_F3177,HN00175486_F3230,HN00175486_F3232,HN00175486_GS00022,HN00175796_F3300,HN00175796_F3301,HN00175796_F3306,HN00175796_F3307,HN00175796_F3369,HN00175796_F3370,HN00175796_F3371,HN00175796_F3378,HN00175796_F3454,HN00175796_F3461,HN00175796_F3466,HN00175796_GS201401,HN00175796_GS201402,HN00175796_GS41424,HN00175796_GS41425,HN00176442_F3372,HN00176442_GS40304,HN00176442_GS40306,HN00176442_GS41429,HN00176442_GSY0003,HN00176442_GSY0007,HN00176442_GSY0017,HN00179262_F4055,HN00179262_F4206,HN00179262_F4454,HN00179328_F2309-1,HN00179328_F2317,HN00179328_K040706,HN00179328_KMGR2-43,HN00180670_CHKJ1115-02,HN00180670_CHKJ1127,HN00180670_CHKJ1223-2,HN00180670_F2080,HN00180670_F2121,HN00180670_K40327,HN00180670_MK1-10,HN00180670_MK1-12,HN00180670_MK1-13,HN00180670_MK1-18,HN00180670_MK1-34,HN00180670_MK1-9,HN00180670_MK2-12,HN00180670_MK2-3,HN00180670_MK2-6,HN00195341_AMT-61016,HN00195341_CHKJ1253026,HN00195341_DK250101,HN00195341_DK250105,HN00195341_DK250126,HN00195341_DK250312,HN00195341_DK50004,HN00195341_DK50032,HN00195341_G2-10,HN00195341_G3-29,HN00195341_JJ1-135,HN00196390_AMT-60411,HN00196390_CHKJ1122,HN00196390_DK250125,HN00196390_F2132,HN00196390_F2151,HN00196390_K200109,HN00196390_K200234,HN00196390_K40028,HN00196390_K40049,HN00196390_KFT18,HN00196822_AMT-60612,HN00196822_AMT-86113,HN00196822_K200228,HN00196822_K40725,HN00200515_AMT-62920,HN00200515_AMT-73813,HN00200515_AMT-74226,HN00200515_DKM250103,HN00200515_GS00003,HN00200515_GS00008,HN00200515_GS00049,HN00200515_GS200102,HN00200515_GS200141,HN00200515_K40006,HN00200515_KY0001,HN00200515_KY0017,HN00200749_GS00038,HN00200749_K200115,HN00200749_K42834,HN00200749_KK200119,HN00200749_MK2-46,HN00200749_T10-11,HN00203775_CHKJ1253002,HN00203775_F2100,HN00203775_F4043,HN00203775_F4202,HN00203775_F4207,HN00204805_CHKJ1211-1,HN00204805_F1208,HN00204805_F1249-1,HN00204805_FA0221,HN00215192_CH2-11,HN00222446_AMT-87013,HN00222446_AMT73616,HN00222446_CH2-30,HN00222446_CHKJ1408,HN00222446_FA0107,HN00222446_FA0422,HN00222446_FA0508,HN00222446_GS40726,HN00222446_GSY0035,HN00222446_JJ1-101,HN00222446_KO11-19,HN00222446_Sea08-36,HN00222446_T1-19,HN00223109_AMT-912213,HN00223109_MK1-41,HN00223109_T7-42,HN00223109_TPP6047,HN00226248_AMT-63123,HN00226248_TPP3038,HN00234071_Bifi-B2104,HN00251139_BGIL25015,HN00251139_BGIL25041,HN00251139_BJS25001,HN00251139_BJS25005,HN00251139_BJS25013,HN00251139_BJS25028,HN00251139_BJS25031,HN00251139_BJS25032,HN00251139_BMX25005,HN00251139_BMX25007,HN00251139_BTH25001,HN00251139_BTH25041,HN00251139_KCUT25010,HN00251139_KJS25013,HN00251139_KJS25018,HN00251139_KJS25024,HN00251139_KJS25025,HN00251139_KYF25002,HN00252244_BMX25010,HN00280011_AMT-60913,HN00280011_AMT-62814-2,HN00280011_AMT-74420,HN00280011_AMT-913617,HN00280011_BEG25026,HN00280011_BGIL25058,HN00280011_BSO25040,HN00280011_C3-36,HN00280011_C4-50,HN00280011_CHKJ1253001,HN00280011_CHKJ153021-2,HN00280011_F1016,HN00280011_F1169-1,HN00280011_F2153,HN00280011_GS00031,HN00280011_KCUT25001,HN00280011_KCUT25011,HN00280011_KCUT25019,HN00280011_KCUT25026,HN00280011_KJS25004,HN00280011_KJS25048,HN00280011_KK200214,HN00280011_KYF25005,HN00280011_L11-28,HN00280011_L11-30,HN00280011_Sea9-11,HN00281774_BMX25006,HN00281774_BSO25019,HN00281774_BSO25044,HN00281774_C4-31,HN00281774_KRS25004,HN00281774_Sea9-10
HN00195341_DK250105,,,,,,99.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15880000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,94.12135,,98.7359,,,,,,,,,,,,,,,,,94.0289,,,,,,,,,,,,,,,,,,,,,,,,,93.92259999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39125,,,,,,,,,,
HN00195341_DK250126,98.63884999999999,,,83.32675,,,,,,,,,98.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9876,99.99265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.9936,99.9927,,,,,,,,,,,,,,,,,,98.70445000000001,,,98.6285,,,,,,,,98.5749,,,,,,,98.8385,,,98.78755000000001,,,,,,,,,98.64375000000001,,,,,,,,,,,,,,,,98.70345,,,,,,,,,,,,,,,,,,,,,,98.65045,,98.6368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00195341_DK250312,98.6023,,,83.27745,,,,,,,,,98.6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99735,99.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9936,100.0,99.99345,,,,,,,,,,,,,,,,,,98.69215,,,98.62989999999999,,,,,,,,98.5152,,,,,,,98.79495,,,98.7894,,,,,,,,,98.61955,,,,,,,,,,,,,,,,98.65270000000001,,,,,,,,,,,,,,,,,,,,,,98.66205,,98.6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00195341_DK50004,98.65255,,,83.2907,,,,,,,,,98.6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9847,99.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9927,99.99345,100.0,,,,,,,,,,,,,,,,,,98.71015,,,98.62950000000001,,,,,,,,98.56935,,,,,,,98.82925,,,98.80075,,,,,,,,,98.67285000000001,,,,,,,,,,,,,,,,98.71164999999999,,,,,,,,,,,,,,,,,,,,,,98.61925,,98.62774999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00195341_DK50032,,,98.9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.13435000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15565000000001,,,,,,,,,,,,,,,,,,,,,,,,,,98.85045,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,99.1652,,,99.1567,,,,,99.13075,,,,,,,,,,,,,,,,,,,,,,,99.15180000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16605000000001,,,,,,,,,,,,,,,,,
HN00195341_G2-10,,,,,,,80.17485,,,98.30125000000001,,,,,,,,,,,,,,,,,,,,,80.7164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43164999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,80.31479999999999,,,,,,,,,,,,,,,,98.40469999999999,,,,,,,,,,,,,,,,,,,,,80.3274,,,,,,,,,,,,,,,,,,,,,80.88065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00195341_G3-29,,,,,,94.09625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.12135,,,,,,100.0,,94.2561,,,,,,,,,,,,,,,,,98.64815,,,,,,,,,,,,,,,,,,,,,,,,,98.67994999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3897,,,,,,,,,,
HN00195341_JJ1-135,,,,,,,99.9999,,,80.63465,,,,,,,,,,,,,,,,,,,,,98.3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.31479999999999,,100.0,,,,,,,,,,,,,,,,80.46345,,,,,,,,,,,,,,,,,,,,,98.20439999999999,,,,,,,,,,,,,,,,,,,,,98.40285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_AMT-60411,,,,,,98.7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.16015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7359,,,,,,94.2561,,100.0,,,,,,,,,,,,,,,,,94.262,,,,,,,,,,,,,,,,,,,,,,,,,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1122,,,,,,,,,,
HN00196390_CHKJ1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.05584999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49905000000001,99.9981,98.11895,98.20824999999999,98.12415,,94.8939,97.44295,,95.02985000000001,,,,,,,,,,,,,,,,,,100.0,,,,,,,,98.09975,,,,,,,,,,,,,,,,,,,,,,,,98.1995,,97.80365,,,,,,,,,,,,,,,,,,,,,94.95984999999999,,,,,,,,,,,,,,,,98.0797,,,,,,,,,,,,,,,,,80.37965,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_DK250125,,,,,97.8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3346,,,,,,,,,,,100.0,,,83.1726,,,,,,83.2458,,,,,,,,83.54974999999999,,,,83.12785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.03305,,,,,,,,,,,,,,,,,,,,,,,,,,,80.70054999999999,,80.0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_F2132,,97.62235,,,,,,,,,,,,81.31030000000001,,93.98595,,78.85475,,,,,,97.63685000000001,,,,,,,,,78.62945,,,,,,,81.43265,81.3896,81.312,97.8516,81.39155,,,81.1591,78.99539999999999,,,,,97.62845,,78.9793,,78.80834999999999,78.742,78.61325,,,81.33404999999999,97.84615,,,97.83675,,,,,,,81.32995,97.7846,,,78.87915000000001,,,,,,,,,,,,,,,,,,,,,81.3363,,,,,,,,,,,,,100.0,97.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.23429999999999,,,,,,,97.73175,80.6483,,,,,78.902,99.22014999999999,99.24135,,,97.77975,,,,81.31495000000001,,,,97.56280000000001,,97.57755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2448,78.9822,,,99.24334999999999,,,,,,,,,,,,,,,81.19405,,,
HN00196390_F2151,,97.53315,,,,,,,,,,,,81.3591,,93.94955,,79.02135,,,,,,97.52305,,,,,,,,,78.9476,,,,,,,81.29845,81.1966,81.3302,98.86580000000001,81.22175,,,81.1104,79.02595,,,,,97.51740000000001,,78.9299,,78.92275000000001,78.9847,78.7465,,,81.29245,97.5563,,,97.58945,,,,,,,81.24705,97.60714999999999,,,79.00280000000001,,,,,,,,,,,,,,,,,,,,,81.27355,,,,,,,,,,,,,97.9005,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.191,,,,,,,97.51995,80.81055,,,,,78.99715,97.9705,97.88795,,,97.56935,,,,81.2002,,,,97.5098,,97.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.18960000000001,78.93465,,,97.8982,,,,,,,,,,,,,,,81.184,,,
HN00196390_K200109,,,,,83.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.91355,,,,,,,,,,,83.1726,,,100.0,,,,,,96.617,,,,,,,,97.6948,,,,96.65535,,81.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4937,,,,,,,,,,,,,,,,,,,,,,,,,,,79.89355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_K200234,,,,,,,,83.78175,,,,,,,,,99.2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,83.7011,,99.66175000000001,,,,83.5403,,,,,,,,83.72465,,,,,83.60825,99.05609999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_K40028,,,,,,,,,,,99.99510000000001,,,,,,,,,,,,,,,,,,,,,,,,97.8413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,98.7264,,,,,,,,97.55435,,,,,,,,,98.7028,79.8138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_K40049,,,,,,,,98.70205,,,,,,,,,83.25880000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.88045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7011,,100.0,,83.05555000000001,,,,97.65365,,,,,,,,98.95255,,,,,98.9108,83.6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196390_KFT18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.30455,98.12745000000001,98.91855,99.3398,99.28890000000001,,94.72665,98.05635000000001,,94.8464,,,,,,,,,,,,,,,,,,98.09975,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,99.2875,,99.15245,,,,,,,,,,,,,,,,,,,,,94.82415,,,,,,,,,,,,,,,,98.35045,,,,,,,,,,,,,,,,,80.00975,,,,,,,,,,,,,,,,,,,,,,,
HN00196822_AMT-60612,,,,,,,,82.8973,,,,,,,,,99.21965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.97405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.66175000000001,,83.05555000000001,,100.0,,,,83.1358,,,,,,,,83.2697,,,,,83.2284,99.09265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196822_AMT-86113,,,,,83.25355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9603,,,,,,,,,,,83.2458,,,96.617,,,,,,100.0,,,,,,,,96.52515,,,,99.96255,,80.5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.13565,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3201,,79.8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196822_K200228,,,,,,,,,,,98.7677,,,,,,,,,,,,,,,,,,,,,,,,97.69665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7264,,,,,100.0,,,,,,,,97.4745,,,,,,,,,98.7652,79.36654999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00196822_K40725,98.7661,,,82.9983,,,,,,,,,98.84360000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6935,98.65635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70445000000001,98.69215,98.71015,,,,,,,,,,,,,,,,,,100.0,,,98.84935,,,,,,,,98.74100000000001,,,,,,,98.84045,,,98.85235,,,,,,,,,98.78555,,,,,,,,,,,,,,,,98.74875,,,,,,,,,,,,,,,,,,,,,,99.28020000000001,,98.8947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_AMT-62920,,,,,,,,97.70955000000001,,,,,,,,,83.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5403,,97.65365,,83.1358,,,,100.0,,,,,,,,97.72815,,,,,97.67920000000001,83.6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_AMT-73813,,,,,,,80.16329999999999,,,98.1738,,,,,,,,,,,,,,,,,,,,,80.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.47575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.40469999999999,,80.46345,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,80.60595,,,,,,,,,,,,,,,,,,,,,80.99605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_AMT-74226,99.09055000000001,,,82.95835,,,,,,,,,99.69375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5973,98.63325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6285,98.62989999999999,98.62950000000001,,,,,,,,,,,,,,,,,,98.84935,,,100.0,,,,,,,,98.8392,,,,,,,99.1713,,,98.95320000000001,,,,,,,,,99.08135,,,,,,,,,,,,,,,,99.1258,,,,,,,,,,,,,,,,,,,,,,98.8051,,99.00545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_DKM250103,,,,,,94.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.64070000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0289,,,,,,98.64815,,94.262,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,99.15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11095,,,,,,,,,,
HN00200515_GS00003,,,99.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99844999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99295000000001,,,,,,,,,,,,,,,,,,,,,,,,,,99.09245000000001,,,,,,,99.1652,,,,,,,,,,,,,,,,,,,,,,100.0,,,99.99605,,,,,99.99315,,,,,,,,,,,,,,,,,,,,,,,99.9941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9954,,,,,,,,,,,,,,,,,
HN00200515_GS00008,,,,,83.36085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.68605,,,,,,,,,,,83.54974999999999,,,97.6948,,,,,,96.52515,,,,,,,,100.0,,,,96.57475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4371,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_GS00049,,,,,,,,,,,97.56195,,,,,,,,,,,,,,,,,,,,,,,,97.47355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55435,,,,,97.4745,,,,,,,,100.0,,,,,,,,,97.5973,79.16335000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_GS200102,,,99.09725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9971,,,,,,,,,,,,,,,,,,,,,,,,,,99.12440000000001,,,,,,,99.1567,,,,,,,,,,,,,,,,,,,,,,99.99605,,,100.0,,,,,99.9985,,,,,,,,,,,,,,,,,,,,,,,99.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98895,,,,,,,,,,,,,,,,,
HN00200515_GS200141,,,,,,,,99.35355,,,,,,,,,83.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72465,,98.95255,,83.2697,,,,97.72815,,,,,,,,100.0,,,,,98.80585,83.66005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_K40006,,,,,83.18325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.02125,,,,,,,,,,,83.12785,,,96.65535,,,,,,99.96255,,,,,,,,96.57475,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10220000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49244999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_KY0001,98.8326,,,83.0595,,,,,,,,,98.88095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.51214999999999,98.51805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5749,98.5152,98.56935,,,,,,,,,,,,,,,,,,98.74100000000001,,,98.8392,,,,,,,,100.0,,,,,,,98.9553,,,99.04005000000001,,,,,,,,,98.81715,,,,,,,,,,,,,,,,98.79475,,,,,,,,,,,,,,,,,,,,,,98.7388,,99.1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200515_KY0017,,,,,80.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1801,,,,,,80.5124,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39425,,84.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200749_GS00038,,,99.13059999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9997,,,,,,,,,,,,,,,,,,,,,,,,,,99.11105,,,,,,,99.13075,,,,,,,,,,,,,,,,,,,,,,99.99315,,,99.9985,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,99.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99085,,,,,,,,,,,,,,,,,
HN00200749_K200115,,,,,,,,98.73765,,,,,,,,,83.3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.85159999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.60825,,98.9108,,83.2284,,,,97.67920000000001,,,,,,,,98.80585,,,,,100.0,83.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200749_K42834,,,,,,,,83.7439,,,,,,,,,98.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.53275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05609999999999,,83.6994,,99.09265,,,,83.6168,,,,,,,,83.66005000000001,,,,,83.919,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200749_KK200119,,,,,,,,,,,98.68105,,,,,,,,,,,,,,,,,,,,,,,,97.7656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7028,,,,,98.7652,,,,,,,,97.5973,,,,,,,,,100.0,79.34434999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200749_MK2-46,,,,,,,,,,,79.84835000000001,,,,,,,,,,,,,,,,,,,,,,,,79.47385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.40985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8138,,,,,79.36654999999999,,,,,,,,79.16335000000001,,,,,,,,,79.34434999999999,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00200749_T10-11,99.6708,,,82.85575,,,,,,,,,99.21955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.78775,98.7679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8385,98.79495,98.82925,,,,,,,,,,,,,,,,,,98.84045,,,99.1713,,,,,,,,98.9553,,,,,,,100.0,,,99.19024999999999,,,,,,,,,99.7199,,,,,,,,,,,,,,,,99.68465,,,,,,,,,,,,,,,,,,,,,,98.82145,,99.1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
