user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HN00160728_K40318	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.64	0.867	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.64	0.867	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 88.11, 0.583; GCF_014905395.1, s__Lactococcus taiwanensis, 95.0, 85.99, 0.2	97.46	11	N/A	N/A
HN00161493_KY0014	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	GCF_000829035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	98.28	0.856	GCF_000829035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	98.28	0.856	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.87	11	N/A	N/A
HN00163376_AMT88628	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.08	0.928	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.08	0.928	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.72, 0.622; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.44, 0.539; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 83.18, 0.216; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.28, 0.203	94.1	11	N/A	N/A
HN00163376_FA111	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.33	0.927	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.33	0.927	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000738015.1, s__Bacillus stercoris, 95.0, 94.84, 0.899; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 92.45, 0.87; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 92.36, 0.872; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 92.29, 0.836; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 92.18, 0.864; GCF_011745685.2, s__Bacillus rugosus, 95.0, 92.15, 0.847; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 91.6, 0.814; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 91.6, 0.808; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 90.96, 0.768; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 90.49, 0.778; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 88.42, 0.744; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 88.13, 0.748; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 81.5, 0.26; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 81.16, 0.179; GCF_001461825.1, s__Bacillus velezensis, 95.0, 80.82, 0.186; GCF_000262045.1, s__Bacillus siamensis, 95.0, 80.82, 0.184; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 80.75, 0.211; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 80.47, 0.196	96.19	11	N/A	N/A
HN00167634_C4-2	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCF_001884025.1	95.52	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	98.12	0.849	GCF_001884025.1	95.52	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	98.12	0.849	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001883995.1, s__Bacillus_A paranthracis, 95.17, 95.55, 0.791; GCF_001884035.1, s__Bacillus_A tropicus, 95.25, 94.73, 0.795; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 93.98, 0.755; GCF_018332475.1, s__Bacillus_A sanguinis, 95.12, 93.62, 0.746; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 93.57, 0.773; GCF_006494425.1, s__Bacillus_A dicomae, 95.0, 93.47, 0.739; GCF_038971285.1, s__Bacillus_A sp002571225, 95.0, 93.45, 0.73; GCF_921008455.1, s__Bacillus_A basilensis, 95.21, 93.32, 0.729; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.18, 0.719; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 93.17, 0.758; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 93.16, 0.691; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.11, 0.758; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.11, 0.752; GCF_022095615.2, s__Bacillus_A cereus_AG, 95.0, 92.87, 0.745; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 92.87, 0.73; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 92.54, 0.736; GCF_000007825.1, s__Bacillus_A cereus, 95.0, 91.6, 0.718; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 96.75, 91.54, 0.704; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.51, 0.731; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 96.14, 91.26, 0.687; GCF_001182785.1, s__Bacillus_A thuringiensis, 96.46, 90.99, 0.7; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.94, 0.679; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 90.93, 0.717; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 90.9, 0.689; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 90.82, 0.725; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.21, 0.581; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 90.14, 0.664; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.09, 0.638; GCA_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.07, 0.604; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 90.05, 0.652; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.28, 90.02, 0.68; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 89.93, 0.621; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 89.76, 0.61; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 89.64, 0.673; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 89.57, 0.617; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 89.33, 0.627; GCF_040459645.1, s__Bacillus_A mycoides_C, 95.0, 89.13, 0.616; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 88.9, 0.573; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 88.89, 0.583; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 88.76, 0.562; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 88.71, 0.571; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 85.93, 0.43; GCF_002551815.1, s__Bacillus_A sp002551815, 95.0, 84.18, 0.271; GCF_013314535.1, s__Bacillus_A sp013314535, 95.0, 83.33, 0.249; GCA_002561295.1, s__Bacillus_A cereus_S, 95.0, 83.23, 0.276; GCA_037095095.1, s__Bacillus_A cereus_BF, 95.0, 83.2, 0.246; GCF_022811845.1, s__Bacillus_A cereus_AV, 95.0, 83.2, 0.242; GCA_039549175.1, s__Bacillus_A sp039549175, 95.0, 83.17, 0.251; GCF_001590835.1, s__Bacillus_A gaemokensis, 95.0, 82.9, 0.247; GCF_017498775.1, s__Bacillus_A arachidis, 95.0, 82.88, 0.248; GCF_000299035.1, s__Bacillus_A bingmayongensis, 95.0, 82.79, 0.244; GCF_000161455.1, s__Bacillus_A pseudomycoides, 95.0, 82.63, 0.244; GCF_000017425.1, s__Bacillus_A cytotoxicus, 95.0, 82.62, 0.275; GCF_022663115.1, s__Bacillus_A cereus_BD, 95.0, 82.51, 0.259; GCF_030292155.1, s__Bacillus_A sp030292155, 95.0, 82.18, 0.187	90.43	11	N/A	N/A
HN00167634_CPP0006	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens	GCF_000196735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens	98.13	0.9	GCF_000196735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens	98.13	0.9	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000262045.1, s__Bacillus siamensis, 95.0, 93.75, 0.863; GCF_001461825.1, s__Bacillus velezensis, 95.0, 93.73, 0.843; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 87.71, 0.695; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 87.62, 0.694; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 81.04, 0.171; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 80.94, 0.191; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 80.85, 0.179; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 80.85, 0.164; GCF_000009045.1, s__Bacillus subtilis, 95.0, 80.8, 0.176; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 80.67, 0.182; GCF_011745685.2, s__Bacillus rugosus, 95.0, 80.53, 0.175; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 80.5, 0.183; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 80.5, 0.17; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 80.42, 0.182; GCF_000738015.1, s__Bacillus stercoris, 95.0, 80.38, 0.172; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 80.23, 0.174; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 80.22, 0.172; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 80.12, 0.17	96.86	11	N/A	N/A
HN00167634_K200347	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.63	0.872	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.63	0.872	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 88.77, 0.62; GCF_001436415.1, s__Latilactobacillus graminis, 95.0, 84.9, 0.405; GCF_002370355.1, s__Latilactobacillus sakei, 95.0, 83.25, 0.205; GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 82.93, 0.198	95.33	11	N/A	N/A
HN00171167_F3034	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sonorensis	GCF_001592005.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sonorensis	99.77	0.981	GCF_001592005.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sonorensis	99.77	0.981	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001042475.2, s__Bacillus glycinifermentans, 95.0, 86.95, 0.586; GCF_001969815.1, s__Bacillus swezeyi, 95.0, 84.37, 0.457; GCF_000011645.1, s__Bacillus licheniformis, 95.0, 83.99, 0.397; GCF_001042485.2, s__Bacillus paralicheniformis, 95.0, 83.6, 0.38; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 83.56, 0.399; GCF_001969855.1, s__Bacillus haynesii, 95.2, 83.45, 0.379	97.0	11	N/A	N/A
HN00171167_F3035	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.38	0.945	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.38	0.945	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.58, 0.833; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.78, 0.803; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.67, 0.8; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.48, 0.824; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 90.19, 0.824; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.03, 0.795; GCF_900186955.1, s__Bacillus pumilus, 95.45, 89.94, 0.773; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.88, 0.761; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.82, 0.682; GCF_001307105.1, s__Bacillus australimaris, 95.01, 89.67, 0.806; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.63, 0.76; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.62, 0.776; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.62, 0.761; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.43, 0.755; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.58, 0.565; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.51, 0.608	96.01	11	N/A	N/A
HN00171167_F3039	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	GCF_000691165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	99.02	0.959	GCF_000691165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	99.02	0.959	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 95.19, 0.895; GCF_001307105.1, s__Bacillus australimaris, 95.01, 93.1, 0.892; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 92.78, 0.898; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 92.15, 0.9; GCF_900186955.1, s__Bacillus pumilus, 95.45, 91.75, 0.888; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 91.48, 0.868; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.48, 0.845; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 91.25, 0.858; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 91.03, 0.86; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.91, 0.844; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.04, 0.794; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 90.0, 0.822; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.89, 0.784; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.73, 0.684; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.82, 0.637; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.71, 0.593	96.9	11	N/A	N/A
HN00171167_F3062	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.32	0.942	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.32	0.942	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.64, 0.828; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.91, 0.816; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.78, 0.818; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.51, 0.823; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 90.36, 0.824; GCF_900186955.1, s__Bacillus pumilus, 95.45, 90.05, 0.801; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.05, 0.799; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.02, 0.772; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.89, 0.688; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.85, 0.791; GCF_001307105.1, s__Bacillus australimaris, 95.01, 89.69, 0.811; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.66, 0.759; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.52, 0.788; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.4, 0.771; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.58, 0.604; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.52, 0.563	96.88	11	N/A	N/A
HN00171167_F3071	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	GCF_000691165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	95.72	0.902	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000691165.1, s__Bacillus safensis, 95.0, 95.72, 0.902; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 95.05, 0.882; GCF_001307105.1, s__Bacillus australimaris, 95.01, 93.7, 0.918; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 92.83, 0.906; GCF_038738535.1, s__Bacillus sp002998085, 95.0, 92.43, 0.904; GCF_900186955.1, s__Bacillus pumilus, 95.45, 91.68, 0.891; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 91.32, 0.865; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 91.26, 0.84; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.13, 0.829; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 90.98, 0.859; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.96, 0.844; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.96, 0.78; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.89, 0.771; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.85, 0.803; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.73, 0.687; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.61, 0.62; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.56, 0.585	96.07	11	N/A	N/A
HN00173995_F3121	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	GCF_900186955.1	95.45	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.43	0.947	GCF_900186955.1	95.45	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.43	0.947	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_038738535.1, s__Bacillus sp002998085, 95.0, 95.32, 0.932; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 95.11, 0.903; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.13, 0.889; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.59, 0.852; GCF_001307105.1, s__Bacillus australimaris, 95.01, 91.48, 0.869; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.19, 0.855; GCA_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 91.18, 0.826; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 90.99, 0.866; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.98, 0.827; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.97, 0.841; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.88, 0.781; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.84, 0.803; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.69, 0.763; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.39, 0.686; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.59, 0.621; GCF_040500475.1, s__Bacillus sp040500475, 95.0, 86.42, 0.576	96.94	11	N/A	N/A
HN00173995_F3303	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	97.61	0.945	GCF_001461825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	97.61	0.945	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000262045.1, s__Bacillus siamensis, 95.0, 94.28, 0.903; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 93.88, 0.871; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 87.43, 0.682; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 87.3, 0.699; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 81.38, 0.202; GCF_000009045.1, s__Bacillus subtilis, 95.0, 81.16, 0.185; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 81.05, 0.202; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 81.03, 0.182; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 80.99, 0.173; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 80.89, 0.206; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 80.79, 0.198; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 80.67, 0.175; GCF_000738015.1, s__Bacillus stercoris, 95.0, 80.51, 0.175; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 80.48, 0.191; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 80.44, 0.178; GCF_011745685.2, s__Bacillus rugosus, 95.0, 80.25, 0.173; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 80.18, 0.174; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 80.13, 0.172	96.09	11	N/A	N/A
